MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
5325,Begin son,Romance,1984,11-10-1984,USA,126011.65,209127.79,299431.63,24195.38,110627.59,7.4,59,2892,1373,Amber Anderson,David Hart
5326,Require agency,Horror,2012,06-12-2012,USA,21598076.69,50353052.66,74572220.57,14390708.6,22179809.38,6.8,71,6192,578,Carolyn Schwartz,Carl Schneider
5327,Reality friend cover,Drama,2022,10-09-2022,USA,415361.08,418579.63,1038806.79,72173.85,171323.18,5.9,36,5683,294,Michael Ross,Ryan Hood
5328,Source environment simple,Romance,1972,03-07-1972,USA,12987580.95,8963983.86,12987580.95,2283188.13,4606698.29,7.3,78,7139,213,Michelle Collins,Kimberly Ramirez
5329,Structure series lot,Action,2019,20-10-2019,USA,1769733.49,1378762.74,2658056.43,389166.51,674389.71,8.3,85,1927,151,Amanda Montgomery,Derrick Smith
5330,Send,Action,2013,21-07-2013,USA,47435808.92,40263465.81,61140279.65,4703470.51,22455884.13,4.3,57,6785,50,Dr. Michael Monroe,Jimmy Smith
5331,Crime,Thriller,1982,19-02-1982,USA,15707404.14,50015587.25,75207612.44,14567424.65,27146488.73,6.2,79,3080,50,Benjamin Ray,Holly Jones
5332,Sound buy,Drama,1962,20-01-1962,USA,12151894.49,23406983.7,48046920.85,5744705.25,9637470.16,5.5,58,1672,261,Maria Lane,Greg Ball
5333,Affect wall,Comedy,2014,24-04-2014,USA,225215.92,221545.57,338511.47,40715.26,105688.12,7.4,69,19166,102,Kevin Green,Nicholas Williamson
5334,Recently indeed physical,Romance,2020,23-02-2020,USA,236584.37,691250.55,1045832.21,136911.49,296097.44,9.5,99,1222,3570,Mr. Jorge Anderson,Brian Rodriguez
5335,Place,Romance,1995,16-09-1995,USA,15981208.64,35034445.85,59299868.1,4411141.98,19202743.25,7.2,73,27981,2248,Paul Weiss,Benjamin Walters
5336,Almost growth rise,Sci-Fi,2000,12-02-2000,USA,506634.89,389065.82,653331.04,72502.89,158170.95,7.3,85,1442,678,Melanie Olson,Gina Fernandez
5337,Would,Comedy,2023,21-04-2023,UK,518420.64,517524.64,1101156.37,142528.21,207321.96,6.8,77,3180,154,Chad Peters MD,Kimberly Johnson
5338,Some color their,Horror,2000,05-07-2000,USA,16484838.55,36426431.39,72188775.45,5985778.77,16409071.74,6.5,66,2662,1123,Jeffrey Neal,Kimberly Smith
5339,Me easy,Comedy,2017,12-12-2017,USA,695423.69,1143167.34,2123827.27,198181.13,676603.14,8.8,93,2514,50,Melanie Olson,James Nichols
5340,View star,Thriller,1978,28-02-1978,USA,2929974.73,1316807.7,2929974.73,383862.54,627799.83,3.9,47,6899,70622,Kevin Green,Monica Nelson MD
5341,Third,Thriller,2009,14-12-2009,South Korea,2269016.57,2190100.78,4445691.81,525256.11,888386.91,6.2,49,4070,2174,Michael Chung,James Nichols
5342,Cold watch eat teacher,Comedy,2001,05-01-2001,UK,38187954.71,83230257.91,174369839.6,13107454.49,38052970.2,4.9,47,2036,2558,Melissa Cohen,Cassandra Dennis
5343,Actually,Horror,1966,19-01-1966,USA,19132880.59,43332913.3,70570941.89,4375224.79,23123130.14,6.2,54,14488,402,Michael Richards,Jorge Kennedy
5344,Store real majority,Thriller,1987,01-07-1987,USA,3468435.02,1788291.0,3468435.02,305801.78,913458.3,5.6,66,491,272,Melissa Cohen,Courtney Butler
5345,Phone whole parent test,Sci-Fi,2005,10-07-2005,UK,12331014.23,23751222.39,56976661.73,5524832.18,11888091.92,3.4,27,21645,50,James Miller,Cameron Pineda
5346,Real picture,Action,2012,08-05-2012,USA,7103895.37,13373083.99,21064492.76,3654876.75,7989810.1,3.7,33,292,910,Andrew Chambers,Diane Jacobs
5347,Able hold,Horror,1961,12-03-1961,USA,5746265.63,9254243.48,20237698.45,925663.08,4556789.95,6.7,76,23820,524,Jonathan Evans,William Prince
5348,Star arrive,Drama,2003,25-03-2003,India,1756544.66,1595187.65,3029184.23,362186.32,773052.58,5.7,67,482,87,Robert Hendricks,Amanda Jenkins
5349,General usually new,Comedy,2000,23-09-2000,USA,1176802.51,2177580.58,3934761.95,569357.07,1057629.51,6.6,70,11307,452,Thomas Peterson,Jeffrey Jenkins
5350,Official society,Documentary,2010,11-09-2010,USA,4462128.07,9591767.68,21372681.42,1741060.0,4075587.76,7.9,75,3364,185,Roberto Underwood,Kevin Fernandez
5351,Drop may director,Comedy,2020,27-02-2020,USA,28539794.39,88955309.1,134500814.9,12364658.41,44274828.53,6.4,71,134091,5883,Stephanie Hayes,Christopher Patterson
5352,Wide consider,Sci-Fi,1998,30-06-1998,Germany,10586597.0,20663021.71,35682175.11,3475365.68,9605942.6,6.7,56,9596,89,Colleen Willis,Dennis Perry
5353,Cell smile,Horror,1971,15-10-1971,USA,1075697.85,667913.99,1584703.06,191249.27,387689.13,8.4,79,3839,376,Manuel Benton,Christina Jones
5354,Fire defense painting,Documentary,2018,16-02-2018,USA,67914707.63,76505150.54,136732738.6,10876397.05,37134182.81,5.6,82,6793,57638,David Perez,Steven Green
5355,Option budget themselves professional,Drama,1991,06-10-1991,USA,27993684.94,44345656.56,102401067.3,9214706.66,19274096.55,6.5,79,13255,774,Rachel Hayes,Jeffrey Smith
5356,Knowledge bit best,Comedy,1987,28-05-1987,USA,1540414.94,3913536.18,6519942.51,838441.75,2326055.47,8.2,88,479,117,Oscar Santos,Brittany Kelly
5357,Pretty,Drama,1971,24-01-1971,China,1372256.14,3127013.15,6122945.43,476200.2,1740431.01,9.2,89,1214,2648,Jacqueline Briggs,Shawna Bryant
5358,Another face,Action,1998,22-12-1998,USA,28859997.34,13789490.69,31986115.19,2567209.55,7282670.23,7.9,82,13577,240,Oscar Santos,Lynn Pierce
5359,When,Romance,1952,09-08-1952,Canada,743533.86,585277.73,1216065.35,160466.98,335450.62,7.2,64,6316,2567,Tracy Tucker,Jeffrey Sharp
5360,Number,Documentary,1988,13-05-1988,Japan,471753.76,614582.23,1043743.35,84889.62,350303.39,10.0,100,10198,50,Donna Hall,Logan Martin
5361,Democratic citizen meet,Drama,1992,28-10-1992,France,8084921.57,7624112.17,13536155.33,1797670.57,3719262.21,6.0,55,12546,812,Adam Brown,John Strickland
5362,Society yeah ahead,Documentary,1962,01-01-1962,USA,13578286.74,15780637.33,23466694.95,4695423.48,8518722.31,5.9,43,1763,119,Robert Webster,John Jones
5363,Offer education south,Action,2018,06-11-2018,India,28593816.39,33368050.13,54592244.02,7548284.14,19396701.59,5.5,69,26212,394,Diana Davis,Thomas Sims
5364,Nice officer board,Comedy,1999,14-11-1999,USA,44904196.83,72816154.73,104460807.2,15494752.99,29145933.73,6.6,57,11651,159,Jeffrey Myers MD,Theresa Cooley
5365,Even anything,Action,1991,16-06-1991,USA,107848.64,62114.94,107848.64,14229.49,36675.6,6.6,69,5003,305,Jennifer Atkinson,Ronald Thompson DDS
5366,Fight become,Drama,1988,25-01-1988,USA,1989723.83,854998.92,1989723.83,90146.57,356533.17,5.8,51,11594,821,Karen Barrett,Alexander Haley
5367,Security provide themselves,Comedy,1996,03-01-1996,USA,4864734.12,3243022.28,6422482.31,430340.57,1522183.91,5.3,39,2475,92,William Walker,John Barker
5368,Far imagine,Horror,2011,11-08-2011,USA,1376215.63,2742585.81,6469788.26,318236.37,1520370.16,5.6,66,384,50,David Perez,Samantha Vargas
5369,Per baby maintain,Drama,2018,07-08-2018,USA,674283.43,337733.54,674283.43,87442.46,152387.3,5.9,67,484,275,Jennifer Willis,Mark Crosby
5370,Level safe good keep,Drama,2002,18-07-2002,Australia,100000.0,65951.86,103469.28,11860.1,31775.34,6.1,62,45939,4280,Jessica Rodriguez,Gabriel Mathis
5371,Owner teach rate need,Comedy,2008,26-09-2008,USA,1427513.01,3666968.36,6067442.33,407948.61,1499668.54,7.7,82,8343,17530,David Rosales,Rodney Smith
5372,Appear,Comedy,2019,05-04-2019,USA,11101517.12,19796490.05,33533284.73,2902582.7,9596901.65,4.1,38,10888,116,Denise Horne,James Nichols
5373,Peace very everybody,Drama,2024,12-12-2024,Canada,512304.77,574990.41,1092174.67,69547.63,321511.92,6.3,47,10899,321,Brooke Morales,Diane Jacobs
5374,Low ball,Sci-Fi,2016,18-10-2016,USA,873436.47,1178996.41,2214505.1,232062.05,571376.31,6.0,69,23118,2537,Joshua Morales,William Prince
5375,The serious,Comedy,2003,10-03-2003,USA,4205026.65,7428829.86,17753581.87,1431421.75,3277823.63,5.9,59,763,890,Kimberly Barker,Jason Mercer
5376,Cup get heart,Comedy,1995,28-06-1995,USA,1713690.66,784204.67,1713690.66,90001.67,396320.94,4.4,32,8389,195,Michael Manning,Robert Reynolds
5377,Environment subject develop,Romance,2005,26-11-2005,USA,624594.17,1785736.13,2881346.48,312700.83,886465.77,4.9,44,78341,60401,Shannon Ross,Lorraine White DDS
5378,Give example movie,Comedy,2016,17-02-2016,USA,5927610.69,10857693.87,17759956.17,2609672.65,4440024.36,7.8,75,23749,15794,Dr. Michael Monroe,Lorraine White DDS
5379,Clear serious,Action,2005,21-12-2005,France,4020053.1,4783074.99,10789095.63,1074209.71,2831036.16,5.3,64,4173,692,Kevin Green,Patrick Barnett
5380,Mind safe,Comedy,1968,28-11-1968,Australia,1588525.18,2517222.82,5413964.84,314790.94,1133581.25,7.2,64,631,338,Mr. Jorge Anderson,Mr. Michael Snyder
5381,Car help,Documentary,1986,04-12-1986,UK,364937.57,438844.8,952327.05,44233.86,247062.15,8.9,80,539,70,Anthony Rowland,Deanna Johnson
5382,Bank learn,Thriller,1982,18-09-1982,USA,166734519.4,504966534.1,727929289.2,76562986.24,292920407.9,7.1,80,94474,288,Tara Underwood,Nicholas Richards
5383,Doctor structure by hit,Action,2019,30-07-2019,UK,7262474.27,6619875.65,9710881.47,1868629.67,3674687.28,7.0,57,4346,348,Gary Simmons,Daniel Hughes
5384,Represent moment car,Sci-Fi,1983,15-05-1983,USA,4189635.79,11097996.16,18724576.24,1601388.02,6390063.16,6.0,51,5721,311,Patricia Munoz,Darren Jones
5385,Risk responsibility,Comedy,2014,16-09-2014,USA,1908499.75,3838588.41,7929717.75,586124.4,1892055.83,6.3,48,7873,102,David Rosales,Brenda Guerrero
5386,Church care,Action,2017,26-12-2017,USA,3222763.51,4357370.08,8483805.42,642363.37,2051062.11,3.0,19,5954,2881,Roberto Underwood,George Green
5387,Usually drive,Comedy,1987,23-01-1987,France,8262219.01,24115025.08,35158203.96,3613774.23,12570319.94,6.0,66,68441,50,Brooke Morales,David Clark
5388,System money,Thriller,1967,22-03-1967,USA,59532542.27,87434138.04,168732660.1,12718874.55,52443131.91,7.3,62,401,189,Chad Koch,Brian Gentry
5389,Traditional do,Horror,2009,13-10-2009,Australia,1141089.28,2183531.52,4170911.57,319588.52,1255161.63,5.8,51,480,2685,Amanda Montgomery,Casey Briggs
5390,Crime,Drama,1986,18-04-1986,USA,35349006.58,20553616.39,41187968.21,5076157.42,8937943.4,8.0,73,26286,50,Amanda Cantrell,Christopher Green
5391,Fall music thank,Thriller,2013,13-08-2013,USA,5833810.84,10365643.21,19430758.97,1047790.38,6076992.09,7.2,65,401,270,Benjamin Ray,Alan Mullins
5392,From cold law,Thriller,2016,22-03-2016,USA,22212181.1,36155438.2,53904806.03,9692930.19,20721528.62,6.9,62,6236,307,Michael Ross,Jonathan Lee
5393,Citizen reflect collection,Action,1996,31-12-1996,USA,13792509.99,10159411.95,21240702.37,2273085.17,4407966.41,4.7,47,16066,872,Melanie Olson,Meredith Williams
5394,Address buy cold,Action,2003,13-12-2003,USA,3052382.52,7211140.44,12606956.54,1285957.47,3587292.7,6.9,84,64972,50,Julie Maxwell,James Erickson
5395,Debate over,Comedy,2018,16-12-2018,Canada,1581929.36,2057945.19,4481657.15,576570.94,1232036.96,5.0,35,1081,306,Amanda Cantrell,Daniel Thompson
5396,Hard every treat,Comedy,1973,24-09-1973,USA,370908.05,412117.71,764019.65,111401.41,214235.51,7.7,87,4449,3430,Nicholas Murphy,Tricia Thomas
5397,Model network,Drama,1985,11-02-1985,USA,164297.43,271062.52,550957.1,54396.58,160090.45,8.1,82,1551,2658,Jerry Owens,Theresa Cooley
5398,Rise kid less,Drama,1979,08-06-1979,USA,560688.06,493124.59,781813.33,97966.35,248666.81,7.3,76,184,362,Alyssa Adams,Stephanie Moore
5399,Detail long,Drama,2006,12-07-2006,France,1880603.25,3888434.28,5582469.49,484866.03,1670538.8,6.7,85,255,2127,Amanda Cantrell,Terry Martinez
5400,Example popular,Comedy,1991,09-02-1991,USA,1832873.59,942366.19,1832873.59,138372.7,395872.88,6.7,63,15597,1495,Judy Walker,Robert Garcia
5401,Away scientist,Sci-Fi,2006,21-01-2006,Japan,1278442.78,676617.44,1278442.78,118143.38,357021.57,7.8,83,7112,55,Diane Skinner,Johnathan Chen
5402,Light where,Drama,2004,26-02-2004,USA,37616608.34,97904066.84,182143378.5,26157709.72,55843412.29,7.8,87,466,1547,Jennifer Miller,Amanda Jenkins
5403,Story discover,Thriller,1994,30-09-1994,USA,1531564.33,2971587.74,6685570.94,685073.66,1608957.42,6.7,74,2363,299,Benjamin Hudson,Teresa Santos PhD
5404,Idea machine American,Action,2022,01-05-2022,South Korea,4139527.47,9323795.65,15206353.81,1105165.3,5150371.5,6.7,75,3200,83,Joseph Willis,Rebecca Mejia
5405,Single head role,Drama,2019,20-09-2019,USA,1288011.34,1544097.92,3293288.6,381055.99,879727.41,7.0,75,1349,201,Kevin Green,Stephen Clark
5406,Few easy quite,Comedy,1999,06-01-1999,India,7749916.55,4034892.32,7749916.55,409621.16,2392770.98,7.9,79,2514,50,Darlene Murphy,Carolyn Calhoun
5407,Without decade,Comedy,1974,19-05-1974,USA,4435367.87,2877828.46,5562927.88,337029.0,1497348.95,6.8,81,5291,183,Michael Ross,Terry Martinez
5408,Arm,Drama,2017,22-05-2017,Canada,2709455.57,3768257.09,7254282.0,1119357.74,2154254.66,7.7,68,1211,1108,Daniel Brown,Dawn Blake
5409,Line enough only,Action,2014,22-06-2014,USA,3072464.96,8817258.01,14924442.65,1706605.69,4037419.06,5.1,62,8230,50,Jennifer Willis,Ronald Herrera
5410,Describe pull,Comedy,1997,26-01-1997,USA,2644300.84,4852313.38,12008313.17,721909.04,2078778.14,5.0,43,4129,1916,Michael Richards,Christina Jones
5411,East performance,Comedy,1994,30-07-1994,India,1035734.21,553330.57,1248062.06,128082.07,288070.62,7.5,80,568,2319,Sean Howard,Rebecca Mejia
5412,Leader design various,Comedy,1979,03-06-1979,Canada,3918035.64,11685848.78,18004682.76,1472248.54,6754922.64,4.6,34,34309,96,William Banks,William Prince
5413,Develop,Action,2008,05-06-2008,USA,9159353.15,12563806.24,29571366.85,3063171.28,6452547.55,6.6,60,3185,50,Jennifer Atkinson,Diane Jacobs
5414,Dark save,Action,2007,08-11-2007,USA,1420251.78,3736005.88,5630425.33,389697.48,1818988.67,7.0,68,929,118,Maria Lane,Cindy Barnes
5415,Walk lay treatment hot,Comedy,1985,15-09-1985,UK,1565972.77,2480151.52,5452956.23,249153.69,1024086.8,5.0,61,4485,107,Denise Horne,Duane Fletcher DDS
5416,She enough,Comedy,2008,22-02-2008,USA,10818539.88,20965747.37,38743327.49,5031113.87,12218986.88,8.0,66,30671,468,Albert Phillips,Jeffrey Sharp
5417,Turn fire,Action,2012,25-08-2012,USA,15010497.64,32029449.43,59476771.95,4628448.66,14211301.79,6.8,68,6584,266,John Jones,Lorraine White DDS
5418,Network,Drama,2013,11-02-2013,USA,12672279.25,30608957.01,58015483.46,6947369.05,13651275.7,8.6,97,921,56,Sara Higgins,David Perez
5419,Store executive do,Comedy,1971,18-06-1971,USA,6058088.74,7245948.02,13159185.28,1786080.27,3672814.6,8.8,100,4361,488,Julie Maxwell,Danny Kline
5420,Rich throughout himself,Drama,1990,30-12-1990,USA,3440704.98,4514557.62,9106589.03,1109858.21,2483735.85,10.0,100,819,50,Bryan Murray,Nathan Nelson
5421,Leader national special,Documentary,2024,30-05-2024,USA,46003326.22,22109810.93,46344768.0,3345649.21,10369479.18,7.2,71,9114,63,Brian Robinson,Shannon Hunt
5422,Clear year,Sci-Fi,2013,03-08-2013,USA,5148221.51,11394995.33,18097237.36,2243334.99,5252117.44,5.4,57,3181,173,Amanda Montgomery,Jacqueline Cooper
5423,Large fall,Drama,2016,10-03-2016,USA,22620079.0,40166873.42,88607620.71,10126779.21,18897494.4,8.5,91,4011,182,Seth Whitehead,Jason Mercer
5424,Town son,Drama,1993,26-10-1993,USA,3361463.8,4201417.23,9616463.75,511939.32,2065461.26,5.7,51,7744,1822,Joshua Morales,Rachel Howard
5425,Tv reveal PM,Documentary,2015,07-07-2015,USA,501283.59,519707.85,1207444.89,78127.57,265250.6,6.1,40,7823,384,David Charles,Mrs. Stephanie Palmer
5426,Carry man,Romance,2010,17-04-2010,USA,5673444.65,6587086.52,10968289.83,1275458.27,2809090.56,6.8,64,15135,118,Chad Koch,Christopher Benson
5427,Wrong mean,Action,1972,24-05-1972,USA,698607.92,385027.79,698607.92,89633.82,205303.73,6.9,84,368,914,Brandon Fuller,Scott Anderson
5428,Tough discover all,Drama,2007,24-02-2007,USA,5625773.3,10374494.1,15220485.93,1598917.71,4343668.72,6.1,51,9299,172,Francisco Ford,Andrew Lyons
5429,High,Romance,1994,28-02-1994,USA,10541743.62,4656476.04,10541743.62,722228.68,2610483.33,5.7,83,354,66,Julie Maxwell,Kimberly Ray
5430,Full event,Drama,1977,12-09-1977,USA,2766752.09,2682846.41,3925230.95,702846.45,1155350.66,8.5,89,739,5159,Donna Wagner,Deanna Johnson
5431,After more focus,Thriller,1980,20-05-1980,USA,5693713.75,3704938.43,6424712.15,568053.08,1711414.07,5.7,74,71790,714,Karen Smith,Jeffrey Smith
5432,Close skin,Sci-Fi,1984,01-12-1984,Canada,6148252.24,6253013.28,13616645.53,1424647.52,3021287.05,6.5,53,22755,265,Maria Lane,Samantha Sanders
5433,Us side region,Drama,1959,14-04-1959,USA,24486012.76,33868758.93,68921260.38,8577979.13,18988483.96,9.8,96,688,622,Charlotte Williams,Thomas Hill
5434,Admit product executive,Romance,1994,24-10-1994,India,3107136.25,5722314.18,8312311.66,1517285.96,2352760.67,6.6,56,572,9647,Brandon Fuller,Diane Jacobs
5435,May,Drama,2015,25-02-2015,USA,17896359.51,42585041.09,63754819.72,5847542.34,18557447.5,3.9,29,2390,154,Jennifer Willis,Jason Mercer
5436,It,Horror,2019,27-09-2019,USA,5229213.46,5011222.3,8558073.43,655333.76,2624486.76,5.4,67,29930,1368,Vanessa Fox,Jorge Thompson
5437,Able,Horror,2022,14-07-2022,USA,1113209.01,743802.31,1113209.01,87939.44,412950.63,4.5,34,24875,14228,Samantha Campbell,Brandon Mcguire
5438,Shake somebody race,Horror,2024,26-03-2024,Canada,12818822.16,10910924.12,17879181.29,2550090.76,5037666.66,5.9,63,14269,173,Sonya Clark,Mark Jones
5439,Beyond music painting,Drama,2004,22-12-2004,USA,3891733.86,3955267.65,6823120.73,1014724.03,2275894.35,6.8,68,330,768,Francisco Ford,Cameron Pineda
5440,Full event,Horror,2006,25-09-2006,Australia,13748592.33,9118182.35,20339418.08,1565641.94,4439712.23,7.2,75,485,215,Diana Davis,David Martin
5441,Family example four,Comedy,2001,23-08-2001,Japan,11935700.99,24956163.39,46886530.51,5736049.9,10915605.8,7.9,80,2185,337,Amber Anderson,Anthony Rhodes
5442,Turn produce,Drama,2013,28-09-2013,USA,27173229.1,34727642.25,66939927.96,5204985.8,15108246.54,6.3,83,7246,55,Christopher Roach,Kimberly Wolf
5443,Threat like,Drama,2019,27-07-2019,USA,5214890.43,8569861.72,13212437.64,1458242.18,4353741.35,7.9,80,1344,427,Jacqueline Briggs,Lauren Richards
5444,Issue me fly,Horror,1989,11-05-1989,USA,11738375.3,22171782.77,35459151.95,3952661.74,10870258.07,4.0,41,36058,2783,Troy Cochran,Brittany James
5445,Draw difference rich,Action,1987,03-03-1987,USA,19161970.15,19671578.89,29688980.62,2510502.42,9048432.89,5.4,65,58582,2566,Jeffrey Myers MD,Michael Hughes
5446,Tax left,Action,2012,16-06-2012,China,1984408.15,2096342.74,3784141.93,264586.31,873807.17,8.3,90,19505,50,Mark Moody,Jeffrey Sharp
5447,Election nor,Sci-Fi,2024,16-11-2024,USA,4642240.35,2776743.33,6156998.02,655753.51,1615976.97,6.7,68,100,2107,Adam Brown,Cody Peters
5448,Back high,Romance,2015,31-08-2015,France,3868732.9,7231072.72,15700408.46,1254180.56,3832908.9,7.3,80,12321,331,Barbara Torres,Carl Schneider
5449,Scientist full,Romance,2025,08-03-2025,Australia,6035075.97,19640333.84,29638466.09,4123803.86,11571144.94,7.1,91,8972,9515,Bryan Murray,Jennifer Leach
5450,Drug there,Action,1983,18-12-1983,USA,14295088.58,6288759.53,14295088.58,1764959.66,2588618.81,6.4,45,1488,205,Paul Weiss,Elizabeth Holmes
5451,Green,Horror,1996,23-11-1996,Japan,2307610.34,3195472.66,5671050.62,766039.22,1784445.57,6.6,74,23433,53407,Abigail Robles,Jamie Chavez
5452,Decide theory,Comedy,1961,24-07-1961,USA,383261.34,234119.38,430806.54,45091.38,128214.26,7.0,75,554,426,Julie Maxwell,Jeffrey Haley
5453,Realize give,Drama,1988,14-03-1988,USA,2979214.79,6473419.89,11489118.61,1160715.49,3169391.6,6.1,58,1469,2310,Kimberly Barker,Amanda Jenkins
5454,Team among,Action,2011,25-12-2011,UK,1501224.27,2504874.75,3894276.6,531818.28,1456908.5,8.1,70,5074,10993,Michael Chung,Lauren Richards
5455,Cell bring,Comedy,2019,04-11-2019,USA,1195138.83,3266007.8,5682554.57,950598.41,1523563.88,6.3,61,2262,1675,Colleen Willis,Matthew Simmons
5456,Run million,Drama,2020,29-05-2020,USA,7847069.74,9173197.5,22635085.65,1940749.88,4764570.86,9.5,100,3101,1634,Shannon Ross,Douglas Davis
5457,Far line by sign,Comedy,2023,22-10-2023,USA,4517137.56,11029974.67,16020566.42,1780313.35,5182177.88,4.9,61,1117,5849,Sharon Wilson,Melissa Melendez
5458,Seem deal,Romance,1977,03-12-1977,USA,15183915.31,30969436.51,48017719.7,8118969.32,15748917.63,4.8,57,2457,104,Megan Sharp,William Brooks
5459,Build play form,Comedy,1996,21-10-1996,USA,5626488.68,4731998.18,8055110.88,1050612.9,2003195.13,5.7,70,299,50,Kim Watkins,Brittany Kelly
5460,Professional special church,Romance,1987,29-06-1987,France,2527557.75,1794964.16,3193992.38,273602.58,955169.13,6.1,62,237,92,Julie Maxwell,Stephanie Ferrell
5461,First way affect,Drama,2017,18-04-2017,USA,1210149.46,2069287.18,4678952.81,272356.26,984310.86,6.1,46,1750,1499,Daniel Rivera,Victoria Phillips
5462,Phone whole parent test,Comedy,2020,30-03-2020,India,6488645.23,14259984.86,26378939.28,3666639.7,8079451.77,6.3,63,6414,1908,Mr. Drew Clark Jr.,Lynn Pierce
5463,Likely dog,Comedy,1979,24-08-1979,UK,465700.93,313884.83,465700.93,44288.75,155210.58,4.3,33,1486,50,David Rosales,John Jones
5464,Child plant,Drama,1964,23-03-1964,Canada,93347912.86,148479992.0,253783626.6,28058839.28,71715992.62,5.2,52,10424,50,Caitlin Brewer,Valerie Dennis
5465,East week,Action,2017,06-12-2017,USA,2143193.46,3624589.17,5272585.75,482321.74,2084585.25,4.5,28,2010,568,Claudia Smith,Patrick Barnett
5466,Among start,Horror,1988,06-02-1988,USA,57151820.81,26023252.81,61414894.33,5588982.3,13136913.85,8.3,76,15589,798,Brian Robinson,Sydney Jordan
5467,Anyone many,Romance,2017,12-09-2017,UK,7051358.77,6734787.33,14781033.31,1646660.97,3196233.02,5.2,37,6323,129,Thomas Peterson,George Green
5468,Thing nor,Comedy,2016,30-08-2016,USA,623708.96,870123.88,1571040.28,207769.59,487668.62,8.4,90,10458,388,Donna Wagner,Christopher Hurst
5469,Book area hard term,Comedy,2002,16-10-2002,France,1075482.86,1930552.66,4299508.55,243777.72,1148417.86,9.0,80,13535,618,Amanda Montgomery,Becky Kerr
5470,Above need,Comedy,2021,17-02-2021,USA,7011969.78,4147880.36,7011969.78,423448.11,2412241.27,6.1,63,5160,1281,Christian Hernandez,Karen Shaffer
5471,Together style,Documentary,1996,14-03-1996,USA,4247066.16,3679502.02,8196579.47,646533.68,1550931.07,5.5,51,1702,134,James Wright,John Perry
5472,Pattern,Thriller,2024,26-06-2024,USA,8330264.91,14948454.22,35042089.32,2709940.74,7197600.27,5.7,56,24767,284,Abigail Robles,Donald Franco
5473,Compare,Action,1982,06-05-1982,USA,23460513.57,62308831.38,96354297.43,18407758.15,31464091.53,6.9,72,379,1065,Emily Miller,Jeffrey Smith
5474,Until put none positive,Drama,1966,24-03-1966,USA,1355168.35,2041061.39,4751454.76,263941.28,1146893.48,6.4,60,939,1293,Robert Webster,Becky Kerr
5475,Performance else data conference,Romance,2003,27-10-2003,USA,22872497.23,33839222.47,50852735.44,5383650.24,16994440.83,6.9,62,10843,2647,Denise Horne,Jacqueline Cooper
5476,Guess hand floor production,Comedy,2024,23-09-2024,USA,27768781.34,16932248.65,27768781.34,3019205.84,8962423.77,3.7,34,3982,50,Jason Jones,Melissa Cunningham
5477,Be recognize network,Comedy,2025,10-09-2025,USA,511553.16,343345.7,713819.48,63419.32,160197.88,7.1,71,7215,8256,Jeffrey Neal,Teresa Davis
5478,Gun country natural,Horror,2000,24-10-2000,USA,827830.83,1598134.33,2336340.55,469767.89,804035.43,7.9,81,23424,72,Ryan Tate,Melissa Mcgee
5479,Adult determine whether,Drama,1976,06-11-1976,USA,755523.17,1125650.47,1897800.22,244208.7,649462.62,6.9,66,2938,6333,Mr. Drew Clark Jr.,Carla Dougherty
5480,Mission say together,Drama,1957,05-12-1957,USA,4705206.34,3031298.08,4705206.34,330813.26,1531261.58,5.4,57,923,284,Daniel Rivera,John Ross
5481,Draw where suffer,Drama,2024,06-09-2024,UK,4286332.43,3186890.2,5606837.83,690257.56,1817881.06,7.7,76,9342,9584,Abigail Robles,Darren Jones
5482,Itself,Sci-Fi,1959,29-03-1959,USA,407342.83,500774.24,1123558.28,122328.2,265210.95,6.8,79,3182,8653,Ashley Medina,Daniel Hughes
5483,Own cause political,Romance,2011,21-10-2011,USA,1806596.77,949625.66,2202946.7,182085.25,448106.47,6.4,70,491,377,Sonya Clark,Amanda Lawson
5484,Bad lose remain prove,Drama,2011,20-11-2011,USA,14048624.22,25503255.37,55877452.97,3494188.47,10294959.31,5.8,55,470,1505,Jennifer Atkinson,William Prince
5485,Fish feel,Comedy,2006,17-11-2006,USA,2462740.76,1549432.33,2462740.76,306803.85,825824.96,4.3,38,1910,50,Chad Peters MD,Adam Montes
5486,Red hot majority,Sci-Fi,2021,02-07-2021,UK,3440082.73,3697596.03,5302711.73,389731.19,2032723.64,4.8,51,3401,1935,Amanda Cantrell,Stephanie Ferrell
5487,Left people soon set,Drama,1959,24-08-1959,USA,100000.0,120498.72,190191.02,18796.28,64105.31,9.2,64,13307,1122,Patricia Munoz,Mark Morris
5488,Win human book,Drama,1957,22-12-1957,USA,781295.15,477992.68,781295.15,88976.74,211777.19,7.1,62,14082,353,Robert Hendricks,Kimberly Ramirez
5489,Outside lot,Action,2017,20-11-2017,USA,905471.1,2021895.5,4499370.22,241626.57,1067754.91,6.3,66,373,956,Robert Webster,Anna Vasquez
5490,Certain throughout produce,Comedy,1981,03-06-1981,Canada,1643149.41,2905396.04,4546426.07,315072.38,1600631.03,7.1,84,883,2684,Hannah Camacho,Dennis Perry
